timestamp,left_distance,right_distance
01:48:49,9.46,18.52
01:48:49,12.82,31.24
01:48:50,12.82,30.39
01:48:50,13.24,30.87
01:48:50,13.24,29.94
01:48:50,13.24,30.4
01:48:50,13.24,29.96
01:48:50,13.24,30.4
01:48:50,13.65,29.98
01:48:50,13.65,30.4
01:48:50,14.06,29.99
01:48:50,13.24,30.81
01:48:51,13.65,29.96
01:48:51,13.65,34.51
01:48:51,13.65,30.4
01:48:51,13.65,30.4
01:48:51,11.54,32.06
01:48:51,13.24,30.4
01:48:51,13.24,30.83
01:48:51,13.65,30.42
01:48:51,13.65,30.42
01:48:51,13.24,29.94
01:48:51,11.15,33.36
01:48:51,13.24,30.4
01:48:51,13.24,30.35
01:48:51,13.24,30.88
01:48:51,13.24,30.39
01:48:51,13.24,30.4
01:48:51,13.24,30.42
01:48:51,13.24,30.42
01:48:52,13.24,30.4
01:48:52,13.65,31.28
01:48:52,13.24,30.81
01:48:52,5.22,23.99
01:48:52,13.24,30.83
01:48:52,13.24,30.83
01:48:52,13.65,30.4
01:48:52,13.24,35.33
01:48:52,13.24,31.7
01:48:52,13.65,30.85
01:48:52,13.24,31.7
01:48:52,13.24,30.4
01:48:52,13.24,34.94
01:48:52,13.65,30.87
01:48:52,13.65,30.4
01:48:52,13.65,31.28
01:48:52,13.24,30.81
01:48:52,13.65,34.9
01:48:52,13.24,31.28
01:48:52,13.65,30.4
01:48:52,13.65,34.54
01:48:52,13.65,30.87
01:48:53,13.65,34.92
01:48:53,13.65,34.94
01:48:53,13.65,30.4
01:48:53,13.65,34.95
01:48:53,13.24,30.85
01:48:53,13.24,30.87
01:48:53,13.24,30.87
01:48:53,13.24,31.28
01:48:53,13.24,31.28
01:48:53,13.24,30.85
01:48:53,13.24,31.28
01:48:53,13.24,30.87
01:48:53,13.65,30.87
01:48:53,34.58,36.56
01:48:53,14.06,30.01
01:48:53,13.24,31.69
01:48:53,13.24,30.4
01:48:53,13.65,30.88
01:48:53,13.24,30.83
01:48:53,13.24,30.4
01:48:53,13.65,34.54
01:48:53,13.65,34.51
01:48:53,13.65,30.4
01:48:54,13.65,30.87
01:48:54,13.65,29.55
01:48:54,12.77,30.4
01:48:54,13.24,30.87
01:48:54,13.24,30.4
01:48:54,13.65,30.4
01:48:54,13.24,30.39
01:48:54,13.65,29.99
01:48:54,13.24,30.85
01:48:54,13.24,30.4
01:48:54,13.65,29.98
01:48:54,13.24,31.72
01:48:54,13.24,29.96
01:48:54,13.24,31.28
01:48:54,13.24,30.83
01:48:54,13.65,30.88
01:48:54,13.24,30.42
01:48:54,14.06,29.53
01:48:54,13.24,30.87
01:48:54,14.06,29.58
01:48:54,13.65,29.99
01:48:54,29.46,7.37
01:48:54,10.74,3.68
01:48:54,13.65,3.27
01:48:55,13.65,2.24
01:48:55,11.15,2.62
01:48:55,14.06,2.57
01:48:55,12.41,2.36
01:48:55,9.51,2.96
01:48:55,35.07,3.85
01:48:55,13.7,3.47
01:48:55,14.11,3.08
01:48:55,14.11,3.93
01:48:55,13.29,3.93
01:48:55,13.7,3.95
01:48:55,13.7,3.9
01:48:55,13.7,3.88
01:48:55,13.7,3.49
01:48:55,13.7,3.49
01:48:55,13.7,3.9
01:48:55,35.07,3.88
01:48:55,35.07,3.88
01:48:55,34.66,3.93
01:48:55,12.07,3.49
01:48:55,35.53,3.93
01:48:55,11.2,4.86
01:48:55,35.53,15.53
01:48:56,35.53,37.35
01:48:56,35.53,15.58
01:48:56,11.2,32.4
01:48:56,33.79,16.86
01:48:56,35.53,36.47
01:48:56,3.21,25.97
01:48:56,2.19,37.36
01:48:56,2.34,36.51
01:48:56,3.11,36.51
01:48:56,3.11,36.53
01:48:56,2.7,36.51
01:48:56,2.7,36.53
01:48:56,2.7,36.51
01:48:56,2.7,37.36
01:48:56,2.7,36.94
01:48:56,2.7,36.94
01:48:56,2.24,36.92
01:48:56,2.65,36.94
01:48:56,2.24,36.94
01:48:56,1.83,37.79
01:48:56,1.83,37.36
01:48:56,2.7,36.51
01:48:57,2.7,36.92
01:48:57,1.83,36.92
01:48:57,1.83,36.51
01:48:57,1.83,36.94
01:48:57,1.83,36.92
01:48:57,1.83,36.94
01:48:57,1.83,36.51
01:48:57,1.83,36.94
01:48:57,1.83,36.51
01:48:57,1.83,36.51
01:48:57,1.83,35.65
01:48:57,1.83,35.65
01:48:57,1.83,36.51
01:48:57,1.83,35.65
01:48:57,1.83,36.08
01:48:57,1.83,36.51
01:48:57,1.83,35.65
01:48:57,1.83,36.06
01:48:57,1.83,36.92
01:48:57,1.83,35.64
01:48:57,1.44,35.64
01:48:57,1.44,36.87
01:48:58,1.44,36.06
01:48:58,1.83,36.92
01:48:58,1.83,36.49
01:48:58,1.83,36.9
01:48:58,1.83,36.06
01:48:58,1.83,35.64
01:48:58,1.78,35.65
01:48:58,2.91,36.49
01:48:58,1.98,36.06
01:48:58,2.8,36.05
01:48:58,2.03,36.08
01:48:58,3.47,35.64
01:48:58,6.14,38.56
01:48:58,4.5,36.06
01:48:58,5.27,35.65
01:48:58,1.62,36.08
01:48:58,1.68,34.41
01:48:58,1.32,35.65
01:48:59,1.78,29.43
01:48:59,2.14,35.23
01:48:59,1.62,36.08
01:48:59,1.62,35.65
01:48:59,1.16,35.65
01:48:59,2.03,35.64
01:48:59,1.57,36.51
01:48:59,1.98,35.24
01:48:59,1.93,35.69
01:48:59,1.93,36.1
01:48:59,1.93,36.94
01:48:59,2.34,28.1
01:49:00,5.87,35.67
01:49:00,1.88,27.7
01:49:00,1.9,36.1
01:49:00,1.88,35.64
01:49:00,1.88,36.51
01:49:00,1.88,36.94
01:49:00,1.88,36.51
01:49:00,2.24,36.08
01:49:00,1.78,36.51
01:49:00,3.16,36.92
01:49:00,2.39,36.08
01:49:00,2.86,36.51
01:49:00,2.7,26.92
01:49:00,4.53,36.92
01:49:00,35.53,37.36
01:49:00,20.4,2.91
01:49:01,35.53,3.57
01:49:01,34.35,2.21
01:49:01,21.41,2.09
01:49:01,21.0,2.36
01:49:01,22.23,1.83
01:49:01,34.76,2.21
01:49:01,21.37,2.14
01:49:01,34.76,2.14
01:49:01,34.76,2.09
01:49:01,34.76,2.5
01:49:01,34.76,2.91
01:49:01,34.76,2.75
01:49:01,34.76,2.75
01:49:01,34.76,3.16
01:49:01,35.17,3.16
01:49:01,34.76,3.57
01:49:02,20.16,3.57
01:49:02,20.96,3.57
01:49:02,34.76,3.57
01:49:02,21.37,3.59
01:49:02,34.76,3.57
01:49:02,34.76,3.57
01:49:02,34.76,3.57
01:49:02,21.77,3.57
01:49:02,34.76,3.59
01:49:02,34.76,3.98
01:49:02,19.68,3.57
01:49:02,35.17,3.57
01:49:02,35.17,3.18
01:49:02,35.16,3.16
01:49:02,35.17,3.16
01:49:02,35.17,3.18
01:49:02,35.17,3.18
01:49:02,21.37,3.16
01:49:02,35.17,3.18
01:49:02,35.17,3.18
01:49:02,35.16,3.18
01:49:02,14.52,3.16
01:49:02,35.17,3.63
01:49:03,35.16,3.23
01:49:03,35.17,3.23
01:49:03,35.17,3.63
01:49:03,35.17,3.23
01:49:03,20.91,3.23
01:49:03,35.17,3.23
01:49:03,35.17,3.64
01:49:03,16.11,3.63
01:49:03,34.76,3.27
01:49:03,22.23,3.03
01:49:03,23.38,26.78
01:49:03,22.23,22.3
01:49:03,21.82,22.26
01:49:03,22.23,22.3
01:49:03,22.23,22.71
01:49:03,22.64,21.84
01:49:03,22.64,21.89
01:49:03,22.64,21.89
01:49:03,22.64,22.3
01:49:03,22.66,22.25
01:49:03,34.34,38.54
01:49:03,34.35,38.97
01:49:04,18.11,25.6
01:49:04,22.64,21.89
01:49:04,22.64,21.87
01:49:04,20.96,23.58
01:49:04,22.64,26.8
01:49:04,34.35,37.71
01:49:04,22.23,27.19
01:49:04,20.96,23.53
01:49:04,22.64,26.83
01:49:04,34.76,36.87
01:49:04,22.64,22.3
01:49:04,34.35,37.71
01:49:04,22.64,27.17
01:49:04,34.35,37.72
01:49:04,22.64,27.17
01:49:04,22.64,27.22
01:49:04,34.35,38.06
01:49:04,34.76,37.3
01:49:05,5.56,36.0
01:49:05,4.39,25.29
01:49:05,5.47,35.62
01:49:05,3.52,25.72
01:49:05,4.14,24.64
01:49:05,4.19,35.59
01:49:05,3.98,37.28
01:49:05,2.03,26.73
01:49:05,3.01,27.43
01:49:05,2.09,36.61
01:49:05,1.78,37.0
01:49:05,2.86,36.18
01:49:05,3.57,36.17
01:49:05,5.87,37.86
01:49:05,5.47,38.22
01:49:05,4.65,51.74
01:49:05,4.24,51.71
01:49:05,4.22,51.28
01:49:05,3.83,51.27
01:49:05,3.47,37.31
01:49:05,2.7,37.74
01:49:05,2.34,37.74
01:49:05,2.39,36.46
01:49:06,1.98,37.31
01:49:06,2.45,36.47
01:49:06,2.45,36.05
01:49:06,2.45,36.46
01:49:06,2.45,36.47
01:49:06,2.45,36.46
01:49:06,2.45,36.47
01:49:06,2.86,36.47
01:49:06,1.98,36.47
01:49:06,2.86,36.46
01:49:06,2.86,36.46
01:49:06,2.86,36.46
01:49:06,2.86,36.46
01:49:06,2.86,37.31
01:49:06,2.8,36.46
01:49:06,2.45,36.87
01:49:06,2.03,36.46
01:49:06,2.45,36.88
01:49:07,2.5,37.31
01:49:07,2.45,36.46
01:49:07,2.86,36.46
01:49:07,2.8,36.87
01:49:07,2.8,36.88
01:49:07,3.21,35.6
01:49:07,3.57,37.31
01:49:07,3.52,36.46
01:49:07,3.47,38.56
01:49:07,2.45,51.69
01:49:07,1.98,38.99
01:49:07,2.86,36.85
01:49:07,2.39,51.73
01:49:07,2.39,51.28
01:49:07,1.93,51.69
01:49:08,1.08,37.69
01:49:08,2.39,37.76
01:49:08,2.39,36.05
01:49:08,2.86,37.71
01:49:08,2.86,50.84
01:49:08,1.98,51.3
01:49:08,1.98,51.73
01:49:08,2.86,36.87
01:49:08,1.98,38.58
01:49:08,1.98,51.3
01:49:08,2.39,52.57
01:49:08,1.98,37.74
01:49:08,1.98,50.46
01:49:08,1.98,7.8
01:49:08,1.98,7.88
01:49:08,2.0,6.26
01:49:09,1.98,4.81
01:49:09,1.98,4.62
01:49:09,1.98,3.85
01:49:09,2.45,4.51
01:49:09,22.97,3.01
01:49:09,36.46,3.39
01:49:09,36.03,4.21
01:49:09,36.05,5.88
01:49:09,36.46,6.24
01:49:09,36.46,6.26
01:49:09,36.05,4.04
01:49:09,36.05,4.09
01:49:09,36.05,3.69
01:49:09,36.03,3.73
01:49:09,36.03,3.73
01:49:10,35.62,3.73
01:49:10,36.05,4.16
01:49:10,36.44,3.73
01:49:10,36.05,3.73
01:49:10,36.03,4.21
01:49:10,36.44,4.19
01:49:10,36.46,4.62
01:49:10,36.44,8.16
01:49:10,36.44,8.6
01:49:10,36.46,8.21
01:49:10,36.46,8.21
01:49:10,36.85,8.19
01:49:10,36.46,8.24
01:49:10,36.46,8.26
01:49:10,36.46,8.26
01:49:10,36.44,7.78
01:49:10,36.46,7.78
01:49:10,36.46,7.78
01:49:11,36.46,7.78
01:49:11,36.44,7.37
01:49:11,36.05,6.98
01:49:11,36.85,7.39
01:49:11,36.44,6.98
01:49:11,20.5,6.96
01:49:11,36.44,6.57
01:49:11,36.44,6.96
01:49:11,18.45,6.55
01:49:11,36.85,7.37
01:49:11,36.44,7.39
01:49:11,36.44,6.98
01:49:11,36.44,6.57
01:49:12,36.44,6.55
01:49:12,25.82,6.98
01:49:12,36.44,6.19
01:49:12,36.46,5.37
01:49:12,36.44,5.39
01:49:12,15.08,4.5
01:49:12,36.46,4.09
01:49:12,34.85,4.09
01:49:12,15.49,3.59
01:49:12,36.44,3.57
01:49:12,6.69,4.0
01:49:12,4.14,4.86
01:49:12,7.92,4.86
01:49:13,8.28,7.37
01:49:13,6.58,4.45
01:49:13,6.69,4.92
01:49:13,6.28,4.92
01:49:13,5.87,4.92
01:49:13,5.87,4.51
01:49:13,6.28,4.51
01:49:13,6.28,4.51
01:49:13,5.47,4.51
01:49:13,5.52,4.5
01:49:13,5.1,4.51
01:49:13,5.16,4.51
01:49:13,15.13,4.5
01:49:13,16.81,4.05
01:49:13,16.81,4.05
01:49:13,15.54,3.57
01:49:13,15.53,3.98
01:49:13,15.13,3.59
01:49:13,15.13,3.57
01:49:14,6.58,4.05
01:49:14,6.14,4.51
01:49:14,5.27,4.04
01:49:14,5.27,4.04
01:49:14,5.27,4.04
01:49:14,6.99,4.04
01:49:14,5.71,4.04
01:49:14,7.05,4.05
01:49:14,6.65,4.04
01:49:14,6.74,4.92
01:49:14,5.92,4.51
01:49:14,5.92,4.51
01:49:14,5.92,4.51
01:49:14,6.33,4.5
01:49:14,6.33,4.5
01:49:14,6.74,4.91
01:49:15,4.22,5.8
01:49:15,2.75,36.01
01:49:15,1.88,36.47
01:49:15,1.01,36.46
01:49:15,1.01,36.46
01:49:15,1.01,36.88
01:49:15,1.93,37.72
01:49:15,1.93,36.47
01:49:15,1.88,38.15
01:49:15,1.88,49.98
01:49:15,2.7,38.15
01:49:15,2.7,36.47
01:49:15,2.7,37.72
01:49:15,2.7,37.72
01:49:15,2.29,36.46
01:49:15,2.29,36.87
01:49:15,2.29,37.31
01:49:15,2.29,36.46
01:49:16,2.29,36.47
01:49:16,2.29,36.87
01:49:16,2.29,36.46
01:49:16,2.29,36.88
01:49:16,1.83,36.88
01:49:16,1.83,36.46
01:49:16,1.83,36.46
01:49:16,1.83,36.47
01:49:16,1.83,36.03
01:49:16,2.24,36.46
01:49:16,1.78,36.87
01:49:16,1.78,36.46
01:49:16,1.73,36.05
01:49:16,2.14,36.88
01:49:16,2.09,36.05
01:49:16,2.09,36.87
01:49:16,2.09,36.47
01:49:16,2.09,38.17
01:49:16,2.09,36.06
01:49:16,2.09,36.46
01:49:16,2.09,36.46
01:49:16,2.5,36.88
01:49:17,2.03,36.46
01:49:17,2.03,36.88
01:49:17,2.0,35.6
01:49:17,2.5,36.88
01:49:17,2.5,36.88
01:49:17,2.5,37.3
01:49:17,2.5,37.72
01:49:17,1.62,36.46
01:49:17,2.09,36.03
01:49:17,2.09,37.3
01:49:17,2.09,37.28
01:49:17,2.55,37.3
01:49:17,2.14,36.46
01:49:17,2.14,36.88
01:49:17,2.14,52.1
01:49:17,2.55,36.88
01:49:17,2.55,37.3
01:49:17,2.19,36.01
01:49:17,1.01,36.87
01:49:18,1.98,36.87
01:49:18,2.6,38.54
01:49:18,36.87,52.15
01:49:18,15.44,28.61
01:49:18,36.05,52.99
01:49:18,36.05,52.57
01:49:18,36.05,52.14
01:49:18,36.44,52.15
01:49:18,27.6,22.5
01:49:18,36.05,52.15
01:49:18,25.87,24.68
01:49:18,36.03,52.14
01:49:18,12.57,30.25
01:49:18,36.05,52.12
01:49:18,36.05,52.58
01:49:18,36.44,52.15
01:49:19,36.05,52.57
01:49:19,36.85,52.57
01:49:19,36.85,51.73
01:49:19,36.85,51.73
01:49:19,36.41,36.87
01:49:19,37.26,51.74
01:49:19,37.26,37.74
01:49:19,36.39,37.74
01:49:19,36.8,52.62
01:49:19,35.93,37.36
01:49:19,35.89,52.67
01:49:19,36.29,37.84
01:49:19,20.74,29.41
01:49:19,35.82,37.02
01:49:19,14.47,30.04
