timestamp,left_distance,right_distance
01:09:46,147.81,145.11
01:09:48,147.38,144.61
01:09:49,147.37,146.72
01:09:51,147.83,147.57
01:09:53,147.78,144.67
01:09:55,19.67,118.26
01:09:56,147.38,145.03
01:09:58,147.35,145.44
01:10:00,92.15,47.03
01:10:01,59.9,78.83
01:10:03,54.89,84.27
01:10:05,147.33,147.5
01:10:07,147.35,145.83
01:10:08,147.35,147.93
01:10:10,147.37,145.04
01:10:12,147.35,144.61
01:10:14,147.42,144.97
01:10:16,147.85,145.5
01:10:17,147.4,146.74
01:10:19,147.37,144.65
01:10:21,147.38,145.47
01:10:23,146.99,145.44
01:10:24,147.76,147.52
01:10:26,147.35,145.49
01:10:28,147.04,147.98
01:10:30,147.35,146.75
01:10:31,147.38,145.03
01:10:33,147.37,145.01
01:10:35,147.81,144.7
01:10:37,147.83,144.63
01:10:38,147.8,145.52
01:10:40,147.38,145.11
01:10:42,146.99,145.44
01:10:44,147.38,145.09
01:10:45,147.4,145.06
01:10:47,31.55,106.81
01:10:49,147.78,144.24
01:10:51,147.38,145.04
01:10:52,146.97,146.32
01:10:54,147.4,146.32
01:10:56,126.95,15.25
01:10:58,147.01,145.03
01:10:59,59.22,79.99
01:11:01,147.42,145.09
01:11:02,147.44,144.65
01:11:04,147.44,145.52
01:11:06,147.45,144.63
01:11:08,20.37,118.9
01:11:09,147.37,146.24
01:11:11,15.32,11.05
01:11:13,147.38,145.91
01:11:15,147.01,13.15
01:11:16,147.45,146.34
01:11:18,147.42,147.49
01:11:20,146.99,15.2
01:11:21,147.35,147.06
01:11:23,147.35,146.7
01:11:24,147.4,5.03
01:11:26,147.35,147.57
01:11:28,147.35,147.49
01:11:30,4.96,134.32
01:11:31,147.76,147.06
01:11:33,147.38,147.95
01:11:35,147.38,157.17
01:11:37,7.63,6.82
01:11:39,147.37,146.63
01:11:40,20.01,118.74
01:11:43,147.83,7.39
01:11:45,147.01,147.18
01:11:46,147.85,9.95
01:11:48,7.92,131.36
