timestamp,left_distance,right_distance
01:30:10,14.02,16.18
01:30:11,10.58,11.15
01:30:11,10.58,11.13
01:30:11,10.58,11.13
01:30:11,10.6,11.13
01:30:11,10.58,11.13
01:30:11,10.58,11.15
01:30:11,10.58,11.15
01:30:11,10.6,11.13
01:30:11,10.6,11.13
01:30:11,10.6,11.15
01:30:11,10.62,11.13
01:30:11,10.6,11.13
01:30:11,10.98,11.13
01:30:11,10.6,11.13
01:30:11,10.6,11.13
01:30:11,10.6,11.15
01:30:12,10.6,11.15
01:30:12,11.0,11.15
01:30:12,11.05,11.13
01:30:12,11.05,11.15
01:30:12,11.0,11.13
01:30:12,11.05,11.11
01:30:12,11.05,11.13
01:30:12,11.05,11.13
01:30:12,11.05,11.13
01:30:12,10.64,11.13
01:30:12,10.6,11.13
01:30:12,10.6,11.13
01:30:12,10.62,10.67
01:30:12,10.6,10.67
01:30:12,10.62,10.69
01:30:12,10.6,10.69
01:30:12,10.6,10.69
01:30:12,10.6,10.69
01:30:12,10.6,10.67
01:30:13,10.6,10.69
01:30:13,10.6,11.13
01:30:13,11.05,11.13
01:30:13,11.05,10.69
01:30:13,10.64,11.15
01:30:13,11.05,11.13
01:30:13,11.05,11.13
01:30:13,11.06,11.13
01:30:13,10.64,11.13
01:30:13,10.58,11.2
01:30:13,10.6,11.18
01:30:13,10.58,11.18
01:30:13,10.55,10.52
01:30:13,10.4,9.9
01:30:13,10.26,10.0
01:30:13,10.21,5.64
01:30:14,10.55,6.1
01:30:14,10.5,9.44
01:30:14,10.96,10.47
01:30:14,10.5,10.53
01:30:14,10.45,9.9
01:30:14,10.45,9.03
01:30:14,10.19,4.26
01:30:14,9.05,3.49
01:30:14,8.64,3.74
01:30:14,7.97,3.95
01:30:14,8.19,2.77
01:30:14,8.09,7.85
01:30:14,7.97,2.72
01:30:14,7.68,2.51
01:30:14,7.16,2.05
01:30:15,7.47,1.9
01:30:15,7.95,7.13
01:30:15,8.62,7.18
01:30:15,8.86,6.77
01:30:15,9.06,7.23
01:30:15,8.81,7.75
01:30:15,8.89,7.75
01:30:15,8.89,7.3
01:30:15,8.43,7.23
01:30:15,8.43,7.28
01:30:15,8.94,2.57
01:30:15,9.56,7.7
01:30:15,8.81,8.79
01:30:15,8.89,8.77
01:30:16,10.19,9.85
01:30:16,10.35,76.15
01:30:16,11.47,10.89
01:30:16,10.04,10.0
01:30:16,9.85,9.1
01:30:16,9.18,9.13
01:30:16,9.42,8.77
01:30:16,9.01,4.31
01:30:16,10.19,9.95
01:30:16,10.35,10.05
01:30:16,10.45,9.66
01:30:16,10.5,9.64
01:30:16,10.29,9.54
01:30:16,9.4,9.03
01:30:16,9.2,8.94
01:30:16,8.33,3.08
01:30:16,8.99,8.82
01:30:16,8.43,5.64
01:30:17,8.7,3.08
01:30:17,8.19,8.26
01:30:17,8.19,3.13
01:30:17,8.14,3.08
01:30:17,8.5,8.16
01:30:17,7.99,3.44
01:30:17,8.16,8.0
01:30:17,8.14,8.0
01:30:17,8.45,8.11
01:30:17,8.04,3.03
01:30:17,7.99,3.85
01:30:17,8.4,3.39
01:30:17,7.97,3.88
01:30:17,8.04,3.85
