timestamp,left_distance,right_distance
01:54:57,37.55,41.09
01:54:57,52.02,2340.53
01:54:57,52.43,2346.6
01:54:58,52.0,2346.41
01:54:58,52.02,2335.59
01:54:58,37.53,2335.5
01:54:58,52.02,2356.76
01:54:58,22.45,97.59
01:54:58,52.43,67.6
01:54:58,51.61,67.58
01:54:58,38.8,80.39
01:54:58,52.0,67.61
01:54:58,38.82,80.4
01:54:58,20.04,56.62
01:54:58,52.0,67.61
01:54:58,38.41,81.24
01:54:59,38.41,81.28
01:54:59,18.01,57.47
01:54:59,38.41,81.7
01:54:59,52.02,2336.1
01:54:59,52.0,2347.86
01:54:59,51.61,2335.84
01:54:59,31.91,89.89
01:54:59,37.53,84.32
01:54:59,52.43,2368.3
01:55:00,25.05,96.27
01:55:00,37.53,84.3
01:55:00,37.53,84.27
01:55:00,51.59,70.25
01:55:00,25.51,50.33
01:55:00,34.27,41.52
01:55:00,51.59,69.77
01:55:00,51.59,68.86
01:55:00,51.59,69.7
01:55:00,52.02,68.01
01:55:00,50.33,71.96
01:55:00,39.64,79.17
01:55:00,52.0,69.82
01:55:00,48.07,72.4
01:55:00,52.0,67.58
01:55:00,52.02,2366.9
01:55:00,44.15,76.76
01:55:00,52.0,66.72
01:55:01,37.12,2343.35
01:55:01,18.35,100.43
01:55:01,52.02,2372.51
01:55:01,50.62,2347.69
01:55:01,52.0,2377.12
01:55:01,39.62,81.77
01:55:01,52.02,2366.57
01:55:01,37.53,84.32
01:55:02,51.61,2336.66
01:55:02,51.59,2350.74
01:55:02,45.61,2351.3
01:55:02,52.0,2366.73
01:55:02,36.66,2366.43
01:55:02,38.82,82.99
01:55:02,16.72,41.54
01:55:02,37.53,82.99
01:55:03,25.43,52.02
01:55:03,37.53,82.56
01:55:03,52.0,2335.77
01:55:03,36.25,2377.0
01:55:03,52.0,2338.7
01:55:03,16.31,104.16
01:55:03,51.59,2366.81
01:55:04,37.53,2366.9
01:55:04,51.59,120.64
01:55:04,37.12,76.66
01:55:04,37.53,77.1
01:55:04,37.53,76.21
01:55:04,52.43,60.48
01:55:04,37.94,77.1
01:55:04,52.41,61.75
01:55:04,52.41,60.88
01:55:04,52.02,62.98
01:55:04,52.0,62.16
01:55:04,52.02,61.71
01:55:04,49.44,26.97
01:55:04,52.0,68.88
01:55:04,52.0,22.86
01:55:04,37.94,35.41
01:55:04,37.93,35.35
01:55:04,37.53,79.6
01:55:04,30.51,40.66
01:55:04,52.46,68.43
01:55:04,52.46,67.6
01:55:04,52.46,68.93
01:55:04,52.05,68.43
01:55:04,52.0,69.75
01:55:04,52.0,68.43
01:55:04,37.53,83.45
01:55:04,52.0,68.45
01:55:05,51.61,69.32
01:55:05,37.53,84.2
01:55:05,37.94,83.43
01:55:05,51.59,69.29
01:55:05,8.79,57.08
01:55:05,38.82,80.35
01:55:05,51.59,68.42
01:55:05,51.59,69.68
01:55:05,51.59,2367.97
01:55:05,40.03,80.8
01:55:05,51.59,68.4
01:55:05,52.0,2367.34
01:55:05,34.35,86.01
01:55:05,52.02,66.26
01:55:05,52.02,65.87
01:55:06,52.02,2366.57
01:55:06,52.02,2366.81
01:55:06,52.02,2347.23
01:55:06,52.0,2340.27
01:55:06,10.02,109.68
01:55:06,52.02,71.1
01:55:06,52.0,2352.57
01:55:06,39.95,81.4
01:55:06,51.59,70.69
01:55:06,21.37,94.0
01:55:07,52.0,2342.43
01:55:07,52.02,2336.85
01:55:07,52.02,2336.41
01:55:07,37.53,84.23
01:55:07,37.53,43.64
01:55:07,24.13,63.13
01:55:07,52.0,69.39
01:55:07,52.02,70.16
01:55:07,52.02,70.2
01:55:07,52.0,69.8
01:55:07,52.02,70.23
01:55:07,52.0,2341.62
01:55:08,12.11,70.37
01:55:08,52.0,2335.6
01:55:08,52.41,71.12
01:55:08,52.36,69.41
01:55:08,37.94,69.94
01:55:08,37.94,36.35
01:55:08,37.53,37.09
01:55:08,22.91,52.24
01:55:08,37.11,38.54
01:55:08,37.53,70.35
01:55:08,37.12,69.53
01:55:08,37.53,40.66
01:55:08,28.03,57.44
01:55:08,37.12,38.97
01:55:08,37.12,68.69
01:55:08,37.12,69.1
01:55:08,27.8,47.78
01:55:08,37.53,40.65
01:55:08,37.53,39.38
01:55:08,37.53,67.43
01:55:08,37.94,42.78
01:55:08,37.93,51.04
01:55:09,37.93,69.08
01:55:09,37.53,50.5
01:55:09,37.12,41.09
01:55:09,37.53,44.05
01:55:09,37.53,69.53
01:55:09,37.12,40.24
01:55:09,28.33,56.21
01:55:09,37.12,70.35
01:55:09,37.12,70.78
01:55:09,37.12,70.33
01:55:09,13.34,44.48
01:55:09,37.53,70.78
01:55:09,37.12,43.18
01:55:09,37.12,68.69
01:55:09,37.12,44.44
01:55:09,37.11,42.77
01:55:09,37.53,71.19
01:55:09,37.53,70.79
01:55:09,37.53,68.67
01:55:09,29.19,89.47
01:55:09,37.12,43.19
01:55:09,37.12,69.1
01:55:09,37.53,43.59
01:55:09,37.53,70.79
01:55:10,37.12,70.79
01:55:10,11.25,68.67
01:55:10,37.53,82.88
01:55:10,23.67,39.81
01:55:10,37.12,83.76
01:55:10,51.08,71.94
01:55:10,37.53,69.08
01:55:10,52.0,121.8
01:55:10,36.71,72.04
01:55:10,37.12,69.94
01:55:10,37.12,70.32
01:55:10,37.12,69.53
01:55:10,25.05,71.15
01:55:10,45.16,41.09
01:55:10,52.0,287.31
01:55:10,46.12,41.07
01:55:10,52.0,2375.28
